paper_id,title,year,venue,survey_role,survey_topics,survey_reason,official_track,pdf_link,official_page,card_path
NeurIPS2025-2457,EAG3R: Event-Augmented 3D Geometry Estimation for Dynamic and Extreme-Lighting Scenes,2025,NeurIPS,background,pose_depth_segmentation;reconstruction_restoration;learning;robustness_open_challenges,"EAG3R explicitly augments pointmap-based 3D geometry with asynchronous event streams, event adapters, and event photometric consistency. It is non-spiking robust-geometry background outside Core.",Main Conference Track,https://papers.nips.cc/paper_files/paper/2025/hash/6a0480190bbe6b622c7f1d3aa9be9c0f-Paper-Conference.pdf,https://papers.nips.cc/paper_files/paper/2025/hash/6a0480190bbe6b622c7f1d3aa9be9c0f-Abstract-Conference.html,01-papers-by-conference/NeurIPS2025/B/2025-NeurIPS-B-eag3r-event-augmented-3d-geometry-estimation-for-dynamic-and-extreme-lighting-scenes.md
CVPR2025-0470,EDCFlow: Exploring Temporally Dense Difference Maps for Event-based Optical Flow Estimation,2025,CVPR,background,temporal_modeling;efficiency_hardware,"EDCFlow supplies event-side evidence on dense temporal differences, scalability, and optical-flow refinement, but no SNN.",,https://openaccess.thecvf.com/content/CVPR2025/papers/Liu_EDCFlow_Exploring_Temporally_Dense_Difference_Maps_for_Event-based_Optical_Flow_CVPR_2025_paper.pdf,https://openaccess.thecvf.com/content/CVPR2025/html/Liu_EDCFlow_Exploring_Temporally_Dense_Difference_Maps_for_Event-based_Optical_Flow_CVPR_2025_paper.html,01-papers-by-conference/CVPR2025/B/2025-CVPR-B-edcflow-exploring-temporally-dense-difference-maps-for-event-based-optical-flow-estimation.md
CVPR2025-2020,Efficient ANN-Guided Distillation: Aligning Rate-based Features of Spiking Neural Networks through Hybrid Block-wise Replacement,2025,CVPR,background,learning;architecture,Block-wise ANN-guided SNN distillation supports hybrid and conversion training taxonomy without event-camera design.,,https://openaccess.thecvf.com/content/CVPR2025/papers/Yang_Efficient_ANN-Guided_Distillation_Aligning_Rate-based_Features_of_Spiking_Neural_Networks_CVPR_2025_paper.pdf,https://openaccess.thecvf.com/content/CVPR2025/html/Yang_Efficient_ANN-Guided_Distillation_Aligning_Rate-based_Features_of_Spiking_Neural_Networks_CVPR_2025_paper.html,01-papers-by-conference/CVPR2025/C/2025-CVPR-C-efficient-ann-guided-distillation-aligning-rate-based-features-of-spiking-neural-networks-.md
ICML2025-1579,Efficient ANN-SNN Conversion with Error Compensation Learning,2025,ICML,background,learning;efficiency_hardware,Error-compensated ANN-SNN conversion supports low-latency conversion background only.,,https://raw.githubusercontent.com/mlresearch/v267/main/assets/liu25bl/liu25bl.pdf,https://proceedings.mlr.press/v267/liu25bl.html,01-papers-by-conference/ICML2025/C/2025-ICML-C-efficient-ann-snn-conversion-with-error-compensation-learning.md
ICCV2025-1798,Efficient Event Camera Data Pretraining with Adaptive Prompt Fusion,2025,ICCV,background,learning;representation_slicing;temporal_modeling,"STP is valuable event-side pretraining and representation adaptation across multiple tasks, but non-spiking.",,,https://openaccess.thecvf.com/content/ICCV2025/html/Liang_Efficient_Event_Camera_Data_Pretraining_with_Adaptive_Prompt_Fusion_ICCV_2025_paper.html,01-papers-by-conference/ICCV2025/B/2025-ICCV-B-efficient-event-camera-data-pretraining-with-adaptive-prompt-fusion.md
ICML2025-2940,Efficient Logit-based Knowledge Distillation of Deep Spiking Neural Networks for Full-Range Timestep Deployment,2025,ICML,background,learning;temporal_modeling;efficiency_hardware,Full-range timestep distillation is generic SNN training/deployment background; DVS is benchmark-only.,,https://raw.githubusercontent.com/mlresearch/v267/main/assets/yu25y/yu25y.pdf,https://proceedings.mlr.press/v267/yu25y.html,01-papers-by-conference/ICML2025/C/2025-ICML-C-efficient-logit-based-knowledge-distillation-of-deep-spiking-neural-networks-for-full-rang.md
ICML2025-0642,Efficient Parallel Training Methods for Spiking Neural Networks with Constant Time Complexity,2025,ICML,background,learning;temporal_modeling;efficiency_hardware,Constant-time parallel SNN training provides scalability background without event-camera integration.,,https://raw.githubusercontent.com/mlresearch/v267/main/assets/feng25e/feng25e.pdf,https://proceedings.mlr.press/v267/feng25e.html,01-papers-by-conference/ICML2025/C/2025-ICML-C-efficient-parallel-training-methods-for-spiking-neural-networks-with-constant-time-complex.md
ICCV2025-1096,Efficient Spiking Point Mamba for Point Cloud Analysis,2025,ICCV,background,architecture;temporal_modeling;efficiency_hardware,"Spiking Point Mamba combines SNNs, point inputs, and Mamba but uses ordinary 3D point clouds rather than event-camera Event Clouds.",,,https://openaccess.thecvf.com/content/ICCV2025/html/Wu_Efficient_Spiking_Point_Mamba_for_Point_Cloud_Analysis_ICCV_2025_paper.html,01-papers-by-conference/ICCV2025/C/2025-ICCV-C-efficient-spiking-point-mamba-for-point-cloud-analysis.md
ICCV2025-2555,EMatch: A Unified Framework for Event-based Optical Flow and Stereo Matching,2025,ICCV,background,temporal_modeling;pose_depth_segmentation,EMatch gives non-spiking event-side shared representation across flow and stereo.,,,https://openaccess.thecvf.com/content/ICCV2025/html/Zhang_EMatch_A_Unified_Framework_for_Event-based_Optical_Flow_and_Stereo_ICCV_2025_paper.html,01-papers-by-conference/ICCV2025/B/2025-ICCV-B-ematch-a-unified-framework-for-event-based-optical-flow-and-stereo-matching.md
ICCV2025-0096,EMoTive: Event-guided Trajectory Modeling for 3D Motion Estimation,2025,ICCV,background,temporal_modeling;pose_depth_segmentation;datasets_benchmarks,"EMoTive contributes continuous event trajectory representation for 3D motion, but no SNN.",,,https://openaccess.thecvf.com/content/ICCV2025/html/Wan_EMoTive_Event-guided_Trajectory_Modeling_for_3D_Motion_Estimation_ICCV_2025_paper.html,01-papers-by-conference/ICCV2025/B/2025-ICCV-B-emotive-event-guided-trajectory-modeling-for-3d-motion-estimation.md
ICCV2025-0830,Enhanced Event-based Dense Stereo via Cross-Sensor Knowledge Distillation,2025,ICCV,background,pose_depth_segmentation;learning,Cross-sensor distillation for event stereo is non-spiking background on sparse-to-dense transfer.,,,https://openaccess.thecvf.com/content/ICCV2025/html/Zhang_Enhanced_Event-based_Dense_Stereo_via_Cross-Sensor_Knowledge_Distillation_ICCV_2025_paper.html,01-papers-by-conference/ICCV2025/B/2025-ICCV-B-enhanced-event-based-dense-stereo-via-cross-sensor-knowledge-distillation.md
NeurIPS2025-3724,Enhanced Self-Distillation Framework for Efficient Spiking Neural Network Training,2025,NeurIPS,background,learning;efficiency_hardware,Rate-based SNN self-distillation supplies scalable training background; DVS is benchmark-only.,Main Conference Track,https://papers.nips.cc/paper_files/paper/2025/hash/a1cb36e60c6c6f0b1c66a042580040d4-Paper-Conference.pdf,https://papers.nips.cc/paper_files/paper/2025/hash/a1cb36e60c6c6f0b1c66a042580040d4-Abstract-Conference.html,01-papers-by-conference/NeurIPS2025/C/2025-NEURIPS-C-enhanced-self-distillation-framework-for-efficient-spiking-neural-network-training.md
CVPR2025-1620,ETAP: Event-based Tracking of Any Point,2025,CVPR,background,tracking;temporal_modeling;datasets_benchmarks,"ETAP is strong event-only tracking background with continuous-time features and generalization evidence, but no SNN.",,https://openaccess.thecvf.com/content/CVPR2025/papers/Hamann_ETAP_Event-based_Tracking_of_Any_Point_CVPR_2025_paper.pdf,https://openaccess.thecvf.com/content/CVPR2025/html/Hamann_ETAP_Event-based_Tracking_of_Any_Point_CVPR_2025_paper.html,01-papers-by-conference/CVPR2025/B/2025-CVPR-B-etap-event-based-tracking-of-any-point.md
CVPR2025-1096,Ev-3DOD: Pushing the Temporal Boundaries of 3D Object Detection with Event Cameras,2025,CVPR,background,detection;datasets_benchmarks;temporal_modeling,"Ev-3DOD establishes high-frequency event-camera 3D detection and datasets, serving as task/benchmark background without SNNs.",,https://openaccess.thecvf.com/content/CVPR2025/papers/Cho_Ev-3DOD_Pushing_the_Temporal_Boundaries_of_3D_Object_Detection_with_CVPR_2025_paper.pdf,https://openaccess.thecvf.com/content/CVPR2025/html/Cho_Ev-3DOD_Pushing_the_Temporal_Boundaries_of_3D_Object_Detection_with_CVPR_2025_paper.html,01-papers-by-conference/CVPR2025/B/2025-CVPR-B-ev-3dod-pushing-the-temporal-boundaries-of-3d-object-detection-with-event-cameras.md
ICCV2025-1773,EVDM: Event-based Real-world Video Deblurring with Mamba,2025,ICCV,background,reconstruction_restoration;temporal_modeling;datasets_benchmarks,"EVDM supplies event-side Mamba long-range modeling and a realistic deblurring dataset, without SNNs.",,,https://openaccess.thecvf.com/content/ICCV2025/html/Sun_EVDM_Event-based_Real-world_Video_Deblurring_with_Mamba_ICCV_2025_paper.html,01-papers-by-conference/ICCV2025/B/2025-ICCV-B-evdm-event-based-real-world-video-deblurring-with-mamba.md
ICCV2025-1791,Event-aided Dense and Continuous Point Tracking: Everywhere and Anytime,2025,ICCV,background,tracking;temporal_modeling,Dense continuous point tracking is useful event-side temporal task background but non-spiking.,,,https://openaccess.thecvf.com/content/ICCV2025/html/Wan_Event-aided_Dense_and_Continuous_Point_Tracking_Everywhere_and_Anytime_ICCV_2025_paper.html,01-papers-by-conference/ICCV2025/B/2025-ICCV-B-event-aided-dense-and-continuous-point-tracking-everywhere-and-anytime.md
ICCV2025-0082,Event-based Tiny Object Detection: A Benchmark Dataset and Baseline,2025,ICCV,background,detection;datasets_benchmarks;representation_slicing,"EV-UAV and its point-space baseline provide event-side small-object benchmark and Event Cloud evidence, without SNNs.",,,https://openaccess.thecvf.com/content/ICCV2025/html/Chen_Event-based_Tiny_Object_Detection_A_Benchmark_Dataset_and_Baseline_ICCV_2025_paper.html,01-papers-by-conference/ICCV2025/B/2025-ICCV-B-event-based-tiny-object-detection-a-benchmark-dataset-and-baseline.md
CVPR2025-0513,Event-based Video Super-Resolution via State Space Models,2025,CVPR,background,reconstruction_restoration;temporal_modeling;architecture,"MamEVSR is event-side SSM/Mamba background showing long-range cross-modal temporal modeling, but it is non-spiking.",,https://openaccess.thecvf.com/content/CVPR2025/papers/Xiao_Event-based_Video_Super-Resolution_via_State_Space_Models_CVPR_2025_paper.pdf,https://openaccess.thecvf.com/content/CVPR2025/html/Xiao_Event-based_Video_Super-Resolution_via_State_Space_Models_CVPR_2025_paper.html,01-papers-by-conference/CVPR2025/B/2025-CVPR-B-event-based-video-super-resolution-via-state-space-models.md
NeurIPS2025-4786,Event-Driven Dynamic Scene Depth Completion,2025,NeurIPS,background,pose_depth_segmentation;datasets_benchmarks;temporal_modeling,EventDC provides event-side dynamic depth completion and benchmark coverage without SNNs.,Main Conference Track,https://papers.nips.cc/paper_files/paper/2025/hash/d2781f7df8825bbde6cef55adfbcd283-Paper-Conference.pdf,https://papers.nips.cc/paper_files/paper/2025/hash/d2781f7df8825bbde6cef55adfbcd283-Abstract-Conference.html,01-papers-by-conference/NeurIPS2025/B/2025-NEURIPS-B-event-driven-dynamic-scene-depth-completion.md
ICCV2025-1099,"Event-guided Unified Framework for Low-light Video Enhancement, Frame Interpolation, and Deblurring",2025,ICCV,background,reconstruction_restoration;datasets_benchmarks,The unified event-guided restoration framework shows multi-task event capability but no SNN.,,,https://openaccess.thecvf.com/content/ICCV2025/html/Kim_Event-guided_Unified_Framework_for_Low-light_Video_Enhancement_Frame_Interpolation_and_ICCV_2025_paper.html,01-papers-by-conference/ICCV2025/B/2025-ICCV-B-event-guided-unified-framework-for-low-light-video-enhancement-frame-interpolation-and-deb.md
CVPR2025-2400,EventFly: Event Camera Perception from Ground to the Sky,2025,CVPR,background,representation_slicing;datasets_benchmarks;pose_depth_segmentation,EventFly supplies event voxel adaptation and a cross-platform benchmark but no SNN.,,https://openaccess.thecvf.com/content/CVPR2025/papers/Kong_EventFly_Event_Camera_Perception_from_Ground_to_the_Sky_CVPR_2025_paper.pdf,https://openaccess.thecvf.com/content/CVPR2025/html/Kong_EventFly_Event_Camera_Perception_from_Ground_to_the_Sky_CVPR_2025_paper.html,01-papers-by-conference/CVPR2025/B/2025-CVPR-B-eventfly-event-camera-perception-from-ground-to-the-sky.md
NeurIPS2025-2692,EventMG: Efficient Multilevel Mamba-Graph Learning for Spatiotemporal Event Representation,2025,NeurIPS,background,representation_slicing;temporal_modeling;architecture;efficiency_hardware,EventMG is strong non-spiking event representation background combining event-level Mamba and cluster-level graphs.,Main Conference Track,https://papers.nips.cc/paper_files/paper/2025/hash/73d829353fdd9749f9b6cf26c5387f2e-Paper-Conference.pdf,https://papers.nips.cc/paper_files/paper/2025/hash/73d829353fdd9749f9b6cf26c5387f2e-Abstract-Conference.html,01-papers-by-conference/NeurIPS2025/B/2025-NEURIPS-B-eventmg-efficient-multilevel-mamba-graph-learning-for-spatiotemporal-event-representation.md
ICCV2025-2426,EVOLVE: Event-Guided Deformable Feature Transfer and Dual-Memory Refinement for Low-Light Video Object Segmentation,2025,ICCV,background,pose_depth_segmentation;temporal_modeling;reconstruction_restoration,EVOLVE uses event features and event memory for low-light video object segmentation. It is a non-spiking event-guided temporal baseline and does not enter the strict intersection Core.,,,https://openaccess.thecvf.com/content/ICCV2025/html/Baek_EVOLVE_Event-Guided_Deformable_Feature_Transfer_and_Dual-Memory_Refinement_for_Low-Light_ICCV_2025_paper.html,01-papers-by-conference/ICCV2025/B/2025-ICCV-B-evolve-event-guided-deformable-feature-transfer-and-dual-memory-refinement-for-low-light-v.md
ICCV2025-1538,EvRT-DETR: Latent Space Adaptation of Image Detectors for Event-based Vision,2025,ICCV,background,detection;representation_slicing;learning,"EvRT-DETR is event-side evidence for adapting image detectors to simple event representations, but non-spiking.",,,https://openaccess.thecvf.com/content/ICCV2025/html/Torbunov_EvRT-DETR_Latent_Space_Adaptation_of_Image_Detectors_for_Event-based_Vision_ICCV_2025_paper.html,01-papers-by-conference/ICCV2025/B/2025-ICCV-B-evrt-detr-latent-space-adaptation-of-image-detectors-for-event-based-vision.md
ICCV2025-1983,Exploiting Frequency Dynamics for Enhanced Multimodal Event-based Action Recognition,2025,ICCV,background,classification_recognition;temporal_modeling;representation_slicing,EMP provides non-spiking event-side evidence on frequency-guided multimodal recognition.,,,https://openaccess.thecvf.com/content/ICCV2025/html/Cao_Exploiting_Frequency_Dynamics_for_Enhanced_Multimodal_Event-based_Action_Recognition_ICCV_2025_paper.html,01-papers-by-conference/ICCV2025/B/2025-ICCV-B-exploiting-frequency-dynamics-for-enhanced-multimodal-event-based-action-recognition.md
CVPR2025-1878,EZSR: Event-based Zero-Shot Recognition,2025,CVPR,background,classification_recognition;datasets_benchmarks,EZSR supplies event-only recognition and scaling background but no SNN.,,https://openaccess.thecvf.com/content/CVPR2025/papers/Yang_EZSR_Event-based_Zero-Shot_Recognition_CVPR_2025_paper.pdf,https://openaccess.thecvf.com/content/CVPR2025/html/Yang_EZSR_Event-based_Zero-Shot_Recognition_CVPR_2025_paper.html,01-papers-by-conference/CVPR2025/B/2025-CVPR-B-ezsr-event-based-zero-shot-recognition.md
ICML2025-0864,Faster and Stronger: When ANN-SNN Conversion Meets Parallel Spiking Calculation,2025,ICML,background,learning;efficiency_hardware,Parallel ANN-SNN conversion is general low-latency SNN training background.,,https://raw.githubusercontent.com/mlresearch/v267/main/assets/hao25c/hao25c.pdf,https://proceedings.mlr.press/v267/hao25c.html,01-papers-by-conference/ICML2025/C/2025-ICML-C-faster-and-stronger-when-ann-snn-conversion-meets-parallel-spiking-calculation.md
NeurIPS2025-2978,FlexEvent: Towards Flexible Event-Frame Object Detection at Varying Operational Frequencies,2025,NeurIPS,background,detection;temporal_modeling,FlexEvent supplies non-spiking variable-frequency event detection evidence.,Main Conference Track,https://papers.nips.cc/paper_files/paper/2025/hash/8064e4ebbcbe594628887b420956d8c3-Paper-Conference.pdf,https://papers.nips.cc/paper_files/paper/2025/hash/8064e4ebbcbe594628887b420956d8c3-Abstract-Conference.html,01-papers-by-conference/NeurIPS2025/B/2025-NEURIPS-B-flexevent-towards-flexible-event-frame-object-detection-at-varying-operational-frequencies.md
NeurIPS2025-2173,GS2E: Gaussian Splatting is an Effective Data Generator for Event Stream Generation,2025,NeurIPS,background,datasets_benchmarks;robustness_open_challenges,"GS2E contributes synthetic event data and threshold modeling background, without SNNs.",Datasets and Benchmarks Track,https://papers.nips.cc/paper_files/paper/2025/hash/5dd2d7a5dba72af7a2d78128e02514f4-Paper-Datasets_and_Benchmarks_Track.pdf,https://papers.nips.cc/paper_files/paper/2025/hash/5dd2d7a5dba72af7a2d78128e02514f4-Abstract-Datasets_and_Benchmarks_Track.html,01-papers-by-conference/NeurIPS2025/B/2025-NEURIPS-B-gs2e-gaussian-splatting-is-an-effective-data-generator-for-event-stream-generation.md
NeurIPS2025-1367,HetSyn: Versatile Timescale Integration in Spiking Neural Networks via Heterogeneous Synapses,2025,NeurIPS,background,temporal_modeling;architecture,Heterogeneous synaptic time constants are useful generic SNN temporal-dynamics background.,Main Conference Track,https://papers.nips.cc/paper_files/paper/2025/hash/3a4e2c6a07ede771fbe53201d31df1e9-Paper-Conference.pdf,https://papers.nips.cc/paper_files/paper/2025/hash/3a4e2c6a07ede771fbe53201d31df1e9-Abstract-Conference.html,01-papers-by-conference/NeurIPS2025/C/2025-NEURIPS-C-hetsyn-versatile-timescale-integration-in-spiking-neural-networks-via-heterogeneous-synaps.md
ICLR2025-2782,Improving Generalization and Robustness in SNNs Through Signed Rate Encoding and Sparse Encoding Attacks,2025,ICLR,background,event_to_spike;robustness_open_challenges,"Signed rate encoding and sparse attacks provide SNN encoding/robustness foundations on standard data, not event-camera streams.",,https://proceedings.iclr.cc/paper_files/paper/2025/file/bfde7fb279709eff53faa074b45840d8-Paper-Conference.pdf,https://proceedings.iclr.cc/paper_files/paper/2025/hash/bfde7fb279709eff53faa074b45840d8-Abstract-Conference.html,01-papers-by-conference/ICLR2025/C/2025-ICLR-C-improving-generalization-and-robustness-in-snns-through-signed-rate-encoding-and-sparse-en.md
ICLR2025-3346,Improving the Sparse Structure Learning of Spiking Neural Networks from the View of Compression Efficiency,2025,ICLR,background,architecture;efficiency_hardware,Dynamic sparse SNN training supports efficiency background without event-camera integration.,,https://proceedings.iclr.cc/paper_files/paper/2025/file/e7fd2c0a1a6f956c94024e955b34cc43-Paper-Conference.pdf,https://proceedings.iclr.cc/paper_files/paper/2025/hash/e7fd2c0a1a6f956c94024e955b34cc43-Abstract-Conference.html,01-papers-by-conference/ICLR2025/C/2025-ICLR-C-improving-the-sparse-structure-learning-of-spiking-neural-networks-from-the-view-of-compre.md
NeurIPS2025-1061,Injecting Frame-Event Complementary Fusion into Diffusion for Optical Flow in Challenging Scenes,2025,NeurIPS,background,temporal_modeling;robustness_open_challenges,Frame-event diffusion optical flow is event-side challenging-scene background without SNNs.,Main Conference Track,https://papers.nips.cc/paper_files/paper/2025/hash/2d7b46ab7623124c2705683dea36fbef-Paper-Conference.pdf,https://papers.nips.cc/paper_files/paper/2025/hash/2d7b46ab7623124c2705683dea36fbef-Abstract-Conference.html,01-papers-by-conference/NeurIPS2025/B/2025-NEURIPS-B-injecting-frame-event-complementary-fusion-into-diffusion-for-optical-flow-in-challenging-.md
ICCV2025-2618,MATE: Motion-Augmented Temporal Consistency for Event-based Point Tracking,2025,ICCV,background,tracking;temporal_modeling;datasets_benchmarks,MATE supplies event-only point-tracking and velocity-robust temporal modeling evidence.,,,https://openaccess.thecvf.com/content/ICCV2025/html/Han_MATE_Motion-Augmented_Temporal_Consistency_for_Event-based_Point_Tracking_ICCV_2025_paper.html,01-papers-by-conference/ICCV2025/B/2025-ICCV-B-mate-motion-augmented-temporal-consistency-for-event-based-point-tracking.md
NeurIPS2025-5098,MI-TRQR: Mutual Information-Based Temporal Redundancy Quantification and Reduction for Energy-Efficient Spiking Neural Networks,2025,NeurIPS,background,temporal_modeling;efficiency_hardware;architecture,MI-based spike redundancy reduction is generic SNN efficiency background; CIFAR10-DVS is benchmark-only.,Main Conference Track,https://papers.nips.cc/paper_files/paper/2025/hash/dfb89b72be941eeeaeb5ee53bd3e7fc1-Paper-Conference.pdf,https://papers.nips.cc/paper_files/paper/2025/hash/dfb89b72be941eeeaeb5ee53bd3e7fc1-Abstract-Conference.html,01-papers-by-conference/NeurIPS2025/C/2025-NEURIPS-C-mi-trqr-mutual-information-based-temporal-redundancy-quantification-and-reduction-for-ener.md
NeurIPS2025-2213,Multiplication-Free Parallelizable Spiking Neurons with Efficient Spatio-Temporal Dynamics,2025,NeurIPS,background,temporal_modeling;efficiency_hardware;architecture,Parallel multiplication-free neurons provide generic SNN dynamics/hardware background; DVS-Lip is benchmark-only.,Main Conference Track,https://papers.nips.cc/paper_files/paper/2025/hash/5f40a99efedc1148a061d80201949c84-Paper-Conference.pdf,https://papers.nips.cc/paper_files/paper/2025/hash/5f40a99efedc1148a061d80201949c84-Abstract-Conference.html,01-papers-by-conference/NeurIPS2025/C/2025-NEURIPS-C-multiplication-free-parallelizable-spiking-neurons-with-efficient-spatio-temporal-dynamics.md
CVPR2025-1668,Object Detection using Event Camera: A MoE Heat Conduction based Detector and A New Benchmark Dataset,2025,CVPR,background,detection;datasets_benchmarks;efficiency_hardware,The non-spiking MoE detector and EvDET200K benchmark provide event-side detection coverage and comparisons that include SNN baselines.,,https://openaccess.thecvf.com/content/CVPR2025/papers/Wang_Object_Detection_using_Event_Camera_A_MoE_Heat_Conduction_based_CVPR_2025_paper.pdf,https://openaccess.thecvf.com/content/CVPR2025/html/Wang_Object_Detection_using_Event_Camera_A_MoE_Heat_Conduction_based_CVPR_2025_paper.html,01-papers-by-conference/CVPR2025/B/2025-CVPR-B-object-detection-using-event-camera-a-moe-heat-conduction-based-detector-and-a-new-benchma.md
CVPR2025-1775,On-Device Self-Supervised Learning of Low-Latency Monocular Depth from Only Events,2025,CVPR,background,pose_depth_segmentation;learning;efficiency_hardware,On-device self-supervised event depth provides event-side learning and measured deployment evidence without SNNs.,,https://openaccess.thecvf.com/content/CVPR2025/papers/Hagenaars_On-Device_Self-Supervised_Learning_of_Low-Latency_Monocular_Depth_from_Only_Events_CVPR_2025_paper.pdf,https://openaccess.thecvf.com/content/CVPR2025/html/Hagenaars_On-Device_Self-Supervised_Learning_of_Low-Latency_Monocular_Depth_from_Only_Events_CVPR_2025_paper.html,01-papers-by-conference/CVPR2025/B/2025-CVPR-B-on-device-self-supervised-learning-of-low-latency-monocular-depth-from-only-events.md
ICLR2025-2660,P-SPIKESSM: HARNESSING PROBABILISTIC SPIKING STATE SPACE MODELS FOR LONG-RANGE DEPENDENCY TASKS,2025,ICLR,background,temporal_modeling;architecture;efficiency_hardware,Probabilistic spiking SSMs are important long-range SNN architecture background but are not evaluated on event cameras.,,https://proceedings.iclr.cc/paper_files/paper/2025/file/b75ce884441c983f7357a312ffa02a3c-Paper-Conference.pdf,https://proceedings.iclr.cc/paper_files/paper/2025/hash/b75ce884441c983f7357a312ffa02a3c-Abstract-Conference.html,01-papers-by-conference/ICLR2025/C/2025-ICLR-C-p-spikessm-harnessing-probabilistic-spiking-state-space-models-for-long-range-dependency-t.md
NeurIPS2025-5608,PASS: Path-selective State Space Model for Event-based Recognition,2025,NeurIPS,background,representation_slicing;temporal_modeling;classification_recognition,PASS is strong event-side SSM representation and frequency-generalization background but non-spiking.,Main Conference Track,https://papers.nips.cc/paper_files/paper/2025/hash/f5dbd98d426772945099ccace06418ba-Paper-Conference.pdf,https://papers.nips.cc/paper_files/paper/2025/hash/f5dbd98d426772945099ccace06418ba-Abstract-Conference.html,01-papers-by-conference/NeurIPS2025/B/2025-NEURIPS-B-pass-path-selective-state-space-model-for-event-based-recognition.md
ICCV2025-1060,PRE-Mamba: A 4D State Space Model for Ultra-High-Frequent Event Camera Deraining,2025,ICCV,background,representation_slicing;temporal_modeling;reconstruction_restoration,"PRE-Mamba provides point-based 4D Event Cloud processing and event-sequence frequency regularization, but no SNN; its Mamba backbone is not a survey axis.",,,https://openaccess.thecvf.com/content/ICCV2025/html/Ruan_PRE-Mamba_A_4D_State_Space_Model_for_Ultra-High-Frequent_Event_Camera_ICCV_2025_paper.html,01-papers-by-conference/ICCV2025/B/2025-ICCV-B-pre-mamba-a-4d-state-space-model-for-ultra-high-frequent-event-camera-deraining.md
ICLR2025-3479,QP-SNN: Quantized and Pruned Spiking Neural Networks,2025,ICLR,background,architecture;efficiency_hardware,QP-SNN supplies generic quantization/pruning deployment evidence without event data.,,https://proceedings.iclr.cc/paper_files/paper/2025/file/f04aef8513b788a69229cede8c8cb5a8-Paper-Conference.pdf,https://proceedings.iclr.cc/paper_files/paper/2025/hash/f04aef8513b788a69229cede8c8cb5a8-Abstract-Conference.html,01-papers-by-conference/ICLR2025/C/2025-ICLR-C-qp-snn-quantized-and-pruned-spiking-neural-networks.md
ICLR2025-0522,Quantized Spike-driven Transformer,2025,ICLR,background,architecture;efficiency_hardware;learning,Quantized Spike-driven Transformer is generic hardware-oriented SNN background.,,https://proceedings.iclr.cc/paper_files/paper/2025/file/25c0fe7b157821dd3140727dc07461da-Paper-Conference.pdf,https://proceedings.iclr.cc/paper_files/paper/2025/hash/25c0fe7b157821dd3140727dc07461da-Abstract-Conference.html,01-papers-by-conference/ICLR2025/C/2025-ICLR-C-quantized-spike-driven-transformer.md
NeurIPS2025-3390,Re-coding for Uncertainties: Edge-awareness Semantic Concordance for Resilient Event-RGB Segmentation,2025,NeurIPS,background,pose_depth_segmentation;robustness_open_challenges,Event-RGB segmentation under extreme conditions is non-spiking event-side robustness background.,Main Conference Track,https://papers.nips.cc/paper_files/paper/2025/hash/92c020da2740ec2ace29e8e7d69b4483-Paper-Conference.pdf,https://papers.nips.cc/paper_files/paper/2025/hash/92c020da2740ec2ace29e8e7d69b4483-Abstract-Conference.html,01-papers-by-conference/NeurIPS2025/B/2025-NEURIPS-B-re-coding-for-uncertainties-edge-awareness-semantic-concordance-for-resilient-event-rgb-se.md
CVPR2025-2584,Repurposing Pre-trained Video Diffusion Models for Event-based Video Interpolation,2025,CVPR,background,reconstruction_restoration;datasets_benchmarks,Diffusion-based EVFI is event-side restoration and generalization background but non-spiking.,,https://openaccess.thecvf.com/content/CVPR2025/papers/Chen_Repurposing_Pre-trained_Video_Diffusion_Models_for_Event-based_Video_Interpolation_CVPR_2025_paper.pdf,https://openaccess.thecvf.com/content/CVPR2025/html/Chen_Repurposing_Pre-trained_Video_Diffusion_Models_for_Event-based_Video_Interpolation_CVPR_2025_paper.html,01-papers-by-conference/CVPR2025/B/2025-CVPR-B-repurposing-pre-trained-video-diffusion-models-for-event-based-video-interpolation.md
NeurIPS2025-4822,Rethinking Scale-Aware Temporal Encoding for Event-based Object Detection,2025,NeurIPS,background,detection;temporal_modeling;representation_slicing,Scale-aware recurrent event detection gives strong non-spiking temporal architecture background.,Main Conference Track,https://papers.nips.cc/paper_files/paper/2025/hash/d450dceeacd6083d1d550247377f2320-Paper-Conference.pdf,https://papers.nips.cc/paper_files/paper/2025/hash/d450dceeacd6083d1d550247377f2320-Abstract-Conference.html,01-papers-by-conference/NeurIPS2025/B/2025-NEURIPS-B-rethinking-scale-aware-temporal-encoding-for-event-based-object-detection.md
ICLR2025-1232,Rethinking Spiking Neural Networks from an Ensemble Learning Perspective,2025,ICLR,background,temporal_modeling;learning,Temporal subnetwork consistency explains generic SNN dynamics; DVS-CIFAR10 is benchmark-only.,,https://proceedings.iclr.cc/paper_files/paper/2025/file/5543342b8c45c0cba04f832390cfb23c-Paper-Conference.pdf,https://proceedings.iclr.cc/paper_files/paper/2025/hash/5543342b8c45c0cba04f832390cfb23c-Abstract-Conference.html,01-papers-by-conference/ICLR2025/C/2025-ICLR-C-rethinking-spiking-neural-networks-from-an-ensemble-learning-perspective.md
