event_id,paper_id,annotation_unit,event_type,field_changes_json,evidence_basis,evidence_locator,rationale,codebook_version,annotator,recorded_at
ASTRA-02-012,NeurIPS2025-0641,paper::main::inference,astra_adjudication,"{""codebook_version"":{""from"":""0.1-design"",""to"":""0.2""},""representation_form"":{""from"":""binary_map"",""to"":""neuronal_spike_train""},""primary_functional_role"":{""from"":""embedded_module"",""to"":""event_interface""},""primary_role_reason"":{""from"":""Native event tuples directly update a learned multi-timescale LIF Event Attention Layer, which outputs task-oriented latent event trains to spatial pooling and the continuous EA-HiPPO backbone. Because this front-end is inseparable from the principal feature path and does not hand off an event subset or independently defined reusable representation, embedded_module is preferred over event_interface; the non-spiking SSM, not the LIF layer, is the main task backbone."",""to"":""Astra 0.2: raw camera events drive stateful LIF EAL firing/reset; its new binary event trains retain timestamp/address or channel semantics through timestamp-level pooling and flattening into E_flat(t), the explicit input to the separate continuous EA-HiPPO principal model. This satisfies interface contracts I1–I4. Joint task training and lack of a cross-backbone experiment do not make this an embedded feature block. The SSM remains continuous, so hybrid_subnetwork is unchanged. FL-A1 is the operative adjudication; FL-E3 preserves the superseded first-pass inference.""},""taxonomy_issue"":{""from"":""[{\""issue_id\"":\""FL-I1\"",\""type\"":\""role_conflict\"",\""field\"":\""primary_functional_role\"",\""alternatives\"":[\""event_interface\"",\""embedded_module\""],\""question\"":\""Is EAL an explicit representation handoff or a task-specific latent front-end?\"",\""evidence_ids\"":[\""FL-E3\""],\""owner\"":\""astra\"",\""status\"":\""evidence_ready\""}]"",""to"":""[{\""issue_id\"":\""FL-I1\"",\""type\"":\""role_conflict\"",\""field\"":\""primary_functional_role\"",\""alternatives\"":[\""event_interface\"",\""embedded_module\""],\""question\"":\""Astra 0.2: event_interface under I1–I4; independent reusable training or multiple backbones is not required. The former embedded_module inference remains in FL-E3 and immutable blind history.\"",\""evidence_ids\"":[\""FL-E2\"",\""FL-E3\"",\""FL-A1\""],\""owner\"":\""astra\"",\""status\"":\""resolved\""},{\""issue_id\"":\""FL-I2\"",\""type\"":\""missing_label\"",\""field\"":\""representation_form\"",\""alternatives\"":[\""binary_map\"",\""neuronal_spike_train\""],\""question\"":\""Astra 0.2 consistency repair: reserve binary_map for sensor occupancy; add neuronal_spike_train only at a verified I1–I4 interface handoff.\"",\""evidence_ids\"":[\""FL-A2\""],\""owner\"":\""astra\"",\""status\"":\""resolved\""}]""},""concrete_survey_use"":{""from"":""Boundary case for embedded_module versus event_interface: it directly injects raw events into a real LIF front-end, yet the dominant task backbone is a continuous event-aware SSM. It also demonstrates native physical-time updates without implying an end-to-end neuromorphic implementation."",""to"":""Event-interface exemplar for learned neuronal event-train transduction into a continuous state-space principal model; contrast with latent SNN/ANN feature bridges (CVPR2025-2047). Preserve native physical-time mapping and distinguish the neuronal output stream from sensor occupancy maps; no end-to-end neuromorphic claim.""},""evidence_quote_or_paraphrase"":{""from"":""[{\""evidence_id\"":\""FL-E1\"",\""field_path\"":\""scope\"",\""value\"":\""core_intersection\"",\""mode\"":\""paraphrase\"",\""text\"":\""Raw contrast events drive a multi-branch LIF Event Attention Layer whose output event trains enter an event-aware state-space model.\""},{\""evidence_id\"":\""FL-E2\"",\""field_path\"":\""spiking_computation\"",\""value\"":\""confirmed\"",\""mode\"":\""paraphrase\"",\""text\"":\""Each Event Attention branch has retained synaptic current, a somatic membrane, threshold firing and reset; its output is a binary event train.\""},{\""evidence_id\"":\""FL-E3\"",\""field_path\"":\""primary_functional_role\"",\""value\"":\""embedded_module\"",\""mode\"":\""paraphrase\"",\""text\"":\""The LIF front-end produces learned task features directly for spatial pooling and the EA-HiPPO backbone rather than a separable event subset or named reusable representation.\""},{\""evidence_id\"":\""FL-E4\"",\""field_path\"":\""spiking_extent\"",\""value\"":\""hybrid_subnetwork\"",\""mode\"":\""paraphrase\"",\""text\"":\""EA-HiPPO uses continuous state matrices, NPLR products and FFT/IFFT, followed by layer normalization and a continuous linear readout; the authors explicitly say the core is not purely spiking.\""},{\""evidence_id\"":\""FL-E5\"",\""field_path\"":\""time_axis_mapping\"",\""value\"":\""native event timestamps and inter-event intervals\"",\""mode\"":\""paraphrase\"",\""text\"":\""Inference updates on each event and modulates LIF/EA-HiPPO decay with measured inter-event intervals; there is no voxel or fixed frame clock.\""},{\""evidence_id\"":\""FL-E6\"",\""field_path\"":\""efficiency_evidence\"",\""value\"":\""operation_count;runtime_measurement\"",\""mode\"":\""paraphrase\"",\""text\"":\""GFLOPs are calculated per event-driven component and latency is measured on A100 and other conventional CPU/GPU backends; no energy or neuromorphic measurement is reported.\""},{\""evidence_id\"":\""FL-E7\"",\""field_path\"":\""credit_assignment\"",\""value\"":\""unknown\"",\""mode\"":\""paraphrase\"",\""text\"":\""The PDF gives a gradient update and threshold operations but does not specify how gradients cross the discrete firing threshold.\""}]"",""to"":""[{\""evidence_id\"":\""FL-E1\"",\""field_path\"":\""scope\"",\""value\"":\""core_intersection\"",\""mode\"":\""paraphrase\"",\""text\"":\""Raw contrast events drive a multi-branch LIF Event Attention Layer whose output event trains enter an event-aware state-space model.\""},{\""evidence_id\"":\""FL-E2\"",\""field_path\"":\""spiking_computation\"",\""value\"":\""confirmed\"",\""mode\"":\""paraphrase\"",\""text\"":\""Each Event Attention branch has retained synaptic current, a somatic membrane, threshold firing and reset; its output is a binary event train.\""},{\""evidence_id\"":\""FL-E3\"",\""field_path\"":\""primary_functional_role\"",\""value\"":\""embedded_module\"",\""mode\"":\""paraphrase\"",\""text\"":\""The LIF front-end produces learned task features directly for spatial pooling and the EA-HiPPO backbone rather than a separable event subset or named reusable representation.\""},{\""evidence_id\"":\""FL-E4\"",\""field_path\"":\""spiking_extent\"",\""value\"":\""hybrid_subnetwork\"",\""mode\"":\""paraphrase\"",\""text\"":\""EA-HiPPO uses continuous state matrices, NPLR products and FFT/IFFT, followed by layer normalization and a continuous linear readout; the authors explicitly say the core is not purely spiking.\""},{\""evidence_id\"":\""FL-E5\"",\""field_path\"":\""time_axis_mapping\"",\""value\"":\""native event timestamps and inter-event intervals\"",\""mode\"":\""paraphrase\"",\""text\"":\""Inference updates on each event and modulates LIF/EA-HiPPO decay with measured inter-event intervals; there is no voxel or fixed frame clock.\""},{\""evidence_id\"":\""FL-E6\"",\""field_path\"":\""efficiency_evidence\"",\""value\"":\""operation_count;runtime_measurement\"",\""mode\"":\""paraphrase\"",\""text\"":\""GFLOPs are calculated per event-driven component and latency is measured on A100 and other conventional CPU/GPU backends; no energy or neuromorphic measurement is reported.\""},{\""evidence_id\"":\""FL-E7\"",\""field_path\"":\""credit_assignment\"",\""value\"":\""unknown\"",\""mode\"":\""paraphrase\"",\""text\"":\""The PDF gives a gradient update and threshold operations but does not specify how gradients cross the discrete firing threshold.\""},{\""evidence_id\"":\""FL-A1\"",\""field_path\"":\""primary_functional_role\"",\""value\"":\""event_interface\"",\""mode\"":\""paraphrase\"",\""text\"":\""Under codebook 0.2 I1–I4, the LIF EAL-generated binary event trains and their timestamp-level E_flat(t) handoff constitute event-input representation construction, even when jointly trained with EA-HiPPO. This reinterprets existing FL-E1/FL-E2 and the preserved blind-recheck evidence; it is an Astra classification, not an author label.\""},{\""evidence_id\"":\""FL-A2\"",\""field_path\"":\""representation_form\"",\""value\"":\""neuronal_spike_train\"",\""mode\"":\""paraphrase\"",\""text\"":\""EAL firing produces the handed-off event train. This is not the sensor-bin occupancy binary_map defined by F18, and does not make camera events identical to neuronal spikes.\""}]""},""evidence_location"":{""from"":""[{\""evidence_id\"":\""FL-E1\"",\""source_ref\"":\""official_source.pdf_url\"",\""location\"":\""PDF pp.4–6 §3 and Fig.1\""},{\""evidence_id\"":\""FL-E2\"",\""source_ref\"":\""official_source.pdf_url\"",\""location\"":\""PDF pp.4–5 Event Attention Layer, equations (1)–(2)\""},{\""evidence_id\"":\""FL-E3\"",\""source_ref\"":\""official_source.pdf_url\"",\""location\"":\""PDF pp.4–6 pipeline description and Fig.1\""},{\""evidence_id\"":\""FL-E4\"",\""source_ref\"":\""official_source.pdf_url\"",\""location\"":\""PDF pp.5–6 §3 and p.10 limitations; appendix pp.30 and 38 Algorithms 1 and 5\""},{\""evidence_id\"":\""FL-E5\"",\""source_ref\"":\""official_source.pdf_url\"",\""location\"":\""PDF pp.4–6 §3\""},{\""evidence_id\"":\""FL-E6\"",\""source_ref\"":\""official_source.pdf_url\"",\""location\"":\""PDF pp.8–10 §5 and appendix pp.29 and 39\""},{\""evidence_id\"":\""FL-E7\"",\""source_ref\"":\""official_source.pdf_url\"",\""location\"":\""PDF appendix p.30 Algorithm 1\""}]"",""to"":""[{\""evidence_id\"":\""FL-E1\"",\""source_ref\"":\""official_source.pdf_url\"",\""location\"":\""PDF pp.4–6 §3 and Fig.1\""},{\""evidence_id\"":\""FL-E2\"",\""source_ref\"":\""official_source.pdf_url\"",\""location\"":\""PDF pp.4–5 Event Attention Layer, equations (1)–(2)\""},{\""evidence_id\"":\""FL-E3\"",\""source_ref\"":\""official_source.pdf_url\"",\""location\"":\""PDF pp.4–6 pipeline description and Fig.1\""},{\""evidence_id\"":\""FL-E4\"",\""source_ref\"":\""official_source.pdf_url\"",\""location\"":\""PDF pp.5–6 §3 and p.10 limitations; appendix pp.30 and 38 Algorithms 1 and 5\""},{\""evidence_id\"":\""FL-E5\"",\""source_ref\"":\""official_source.pdf_url\"",\""location\"":\""PDF pp.4–6 §3\""},{\""evidence_id\"":\""FL-E6\"",\""source_ref\"":\""official_source.pdf_url\"",\""location\"":\""PDF pp.8–10 §5 and appendix pp.29 and 39\""},{\""evidence_id\"":\""FL-E7\"",\""source_ref\"":\""official_source.pdf_url\"",\""location\"":\""PDF appendix p.30 Algorithm 1\""},{\""evidence_id\"":\""FL-A1\"",\""source_ref\"":\""official_source.pdf_url\"",\""location\"":\""PDF pp.4–6 §3 / Fig.1; taxonomy-pilot-blind-recheck.csv case 06; checkpoint §2.1\""},{\""evidence_id\"":\""FL-A2\"",\""source_ref\"":\""official_source.pdf_url\"",\""location\"":\""PDF pp.4–6 §3; FL-E2 / FL-E5; checkpoint §2.1\""}]""},""evidence_basis"":{""from"":""[{\""evidence_id\"":\""FL-E1\"",\""source_type\"":\""pdf_main\"",\""nature\"":\""method_description\""},{\""evidence_id\"":\""FL-E2\"",\""source_type\"":\""pdf_main\"",\""nature\"":\""method_description\""},{\""evidence_id\"":\""FL-E3\"",\""source_type\"":\""pdf_main\"",\""nature\"":\""reasoned_inference\""},{\""evidence_id\"":\""FL-E4\"",\""source_type\"":\""pdf_main\"",\""nature\"":\""method_description\""},{\""evidence_id\"":\""FL-E5\"",\""source_type\"":\""pdf_main\"",\""nature\"":\""method_description\""},{\""evidence_id\"":\""FL-E6\"",\""source_type\"":\""pdf_appendix\"",\""nature\"":\""empirical_observation\""},{\""evidence_id\"":\""FL-E7\"",\""source_type\"":\""pdf_appendix\"",\""nature\"":\""unresolved\""}]"",""to"":""[{\""evidence_id\"":\""FL-E1\"",\""source_type\"":\""pdf_main\"",\""nature\"":\""method_description\""},{\""evidence_id\"":\""FL-E2\"",\""source_type\"":\""pdf_main\"",\""nature\"":\""method_description\""},{\""evidence_id\"":\""FL-E3\"",\""source_type\"":\""pdf_main\"",\""nature\"":\""reasoned_inference\""},{\""evidence_id\"":\""FL-E4\"",\""source_type\"":\""pdf_main\"",\""nature\"":\""method_description\""},{\""evidence_id\"":\""FL-E5\"",\""source_type\"":\""pdf_main\"",\""nature\"":\""method_description\""},{\""evidence_id\"":\""FL-E6\"",\""source_type\"":\""pdf_appendix\"",\""nature\"":\""empirical_observation\""},{\""evidence_id\"":\""FL-E7\"",\""source_type\"":\""pdf_appendix\"",\""nature\"":\""unresolved\""},{\""evidence_id\"":\""FL-A1\"",\""source_type\"":\""pdf_main\"",\""nature\"":\""reasoned_inference\""},{\""evidence_id\"":\""FL-A2\"",\""source_type\"":\""pdf_main\"",\""nature\"":\""reasoned_inference\""}]""},""confidence"":{""from"":""{\""scope\"":\""high\"",\""spiking_computation\"":\""high\"",\""primary_functional_role\"":\""medium\"",\""spiking_extent\"":\""high\"",\""selection_status\"":\""medium\"",\""overall\"":\""medium\""}"",""to"":""{\""scope\"":\""high\"",\""spiking_computation\"":\""high\"",\""primary_functional_role\"":\""high\"",\""spiking_extent\"":\""high\"",\""selection_status\"":\""medium\"",\""overall\"":\""medium\"",\""representation_form\"":\""high\""}""},""pdf_check_question"":{""from"":""[{\""question_id\"":\""FL-Q1\"",\""field\"":\""spiking_computation\"",\""question\"":\""Does EAL emit discrete spikes that participate downstream?\"",\""target_section\"":\""§3 Event Attention Layer\"",\""trigger\"":\""real_neuron\"",\""answer\"":\""Yes; branch currents drive a somatic threshold and reset, producing binary event trains consumed by pooling and EA-HiPPO.\"",\""evidence_ids\"":[\""FL-E2\""]},{\""question_id\"":\""FL-Q2\"",\""field\"":\""primary_functional_role\"",\""question\"":\""Is EAL a reusable explicit event representation or a latent feature module?\"",\""target_section\"":\""§3 pipeline and Fig.1\"",\""trigger\"":\""multiple_roles\"",\""answer\"":\""The paper calls it the initial feature extractor and connects it directly to the SSM; embedded_module is the evidence-based pilot label, with Astra adjudication retained.\"",\""evidence_ids\"":[\""FL-E3\""]},{\""question_id\"":\""FL-Q3\"",\""field\"":\""spiking_extent\"",\""question\"":\""Is the EA-HiPPO backbone also spiking?\"",\""target_section\"":\""§3, limitations and appendix algorithms\"",\""trigger\"":\""purity\"",\""answer\"":\""No; its continuous matrix/FFT state path and continuous readout make the full system hybrid.\"",\""evidence_ids\"":[\""FL-E4\""]},{\""question_id\"":\""FL-Q4\"",\""field\"":\""credit_assignment\"",\""question\"":\""How are gradients propagated through EAL threshold events?\"",\""target_section\"":\""training algorithm and implementation details\"",\""trigger\"":\""neuron_state_time\"",\""answer\"":\""Not reported in sufficient detail; this non-central field remains unknown.\"",\""evidence_ids\"":[\""FL-E7\""]},{\""question_id\"":\""FL-Q5\"",\""field\"":\""efficiency_evidence\"",\""question\"":\""Are efficiency claims energy or neuromorphic-hardware measurements?\"",\""target_section\"":\""§5.3 and appendices B.6/C.7\"",\""trigger\"":\""efficiency_claim\"",\""answer\"":\""No; the paper reports operation counts and CPU/GPU runtime, not measured energy or native neuromorphic deployment.\"",\""evidence_ids\"":[\""FL-E6\""]}]"",""to"":""[{\""question_id\"":\""FL-Q1\"",\""field\"":\""spiking_computation\"",\""question\"":\""Does EAL emit discrete spikes that participate downstream?\"",\""target_section\"":\""§3 Event Attention Layer\"",\""trigger\"":\""real_neuron\"",\""answer\"":\""Yes; branch currents drive a somatic threshold and reset, producing binary event trains consumed by pooling and EA-HiPPO.\"",\""evidence_ids\"":[\""FL-E2\""]},{\""question_id\"":\""FL-Q2\"",\""field\"":\""primary_functional_role\"",\""question\"":\""Is EAL a reusable explicit event representation or a latent feature module?\"",\""target_section\"":\""§3 pipeline and Fig.1\"",\""trigger\"":\""multiple_roles\"",\""answer\"":\""Astra 0.2 adjudicates event_interface: EAL generates new event trains, timestamp pooling delivers E_flat(t) to a separate continuous principal model. This closes the rule issue, without new PDF extraction.\"",\""evidence_ids\"":[\""FL-E2\"",\""FL-E3\"",\""FL-A1\""]},{\""question_id\"":\""FL-Q3\"",\""field\"":\""spiking_extent\"",\""question\"":\""Is the EA-HiPPO backbone also spiking?\"",\""target_section\"":\""§3, limitations and appendix algorithms\"",\""trigger\"":\""purity\"",\""answer\"":\""No; its continuous matrix/FFT state path and continuous readout make the full system hybrid.\"",\""evidence_ids\"":[\""FL-E4\""]},{\""question_id\"":\""FL-Q4\"",\""field\"":\""credit_assignment\"",\""question\"":\""How are gradients propagated through EAL threshold events?\"",\""target_section\"":\""training algorithm and implementation details\"",\""trigger\"":\""neuron_state_time\"",\""answer\"":\""Not reported in sufficient detail; this non-central field remains unknown.\"",\""evidence_ids\"":[\""FL-E7\""]},{\""question_id\"":\""FL-Q5\"",\""field\"":\""efficiency_evidence\"",\""question\"":\""Are efficiency claims energy or neuromorphic-hardware measurements?\"",\""target_section\"":\""§5.3 and appendices B.6/C.7\"",\""trigger\"":\""efficiency_claim\"",\""answer\"":\""No; the paper reports operation counts and CPU/GPU runtime, not measured energy or native neuromorphic deployment.\"",\""evidence_ids\"":[\""FL-E6\""]}]""},""review_status"":{""from"":""blind_rechecked"",""to"":""astra_adjudicated""}}",Astra rule adjudication over preserved Sol evidence; targeted ABN PDF and DailyDVS official-source check where specified,03-review-draft/taxonomy-checkpoint-adjudication.md;03-review-draft/taxonomy-codebook-migration-0.2.md,See changed field paths and before/after values. Semantic adjudication is limited to the named issues and consequences; historical blind labels/scores and unrelated source evidence remain preserved.,0.2,GPT-6 Astra High / checkpoint / 2026-09-10,2026-09-10
ASTRA-02-013,ICML2025-2762,paper::main::inference,astra_adjudication,"{""codebook_version"":{""from"":""0.1-design"",""to"":""0.2""},""architecture_family"":{""from"":""conv_residual;recurrent;transformer_attention"",""to"":""conv_residual;mlp;recurrent;transformer_attention""},""taxonomy_issue"":{""from"":""[]"",""to"":""[{\""issue_id\"":\""HV-I1\"",\""type\"":\""missing_label\"",\""field\"":\""architecture_family\"",\""alternatives\"":[\""mlp\""],\""question\"":\""AB-I1 migration corollary: explicitly distinct SpikingMLP qualifies for mlp; ordinary incidental FFNs do not.\"",\""evidence_ids\"":[\""HV-E2\"",\""HV-A1\""],\""owner\"":\""astra\"",\""status\"":\""resolved\""}]""},""evidence_quote_or_paraphrase"":{""from"":""[{\""evidence_id\"":\""HV-E1\"",\""field_path\"":\""time_axis_mapping\"",\""value\"":\""fixed-duration event sequences\"",\""mode\"":\""paraphrase\"",\""text\"":\""The paper forms E over 50, 200 or 10 ms depending on dataset.\""},{\""evidence_id\"":\""HV-E2\"",\""field_path\"":\""spiking_boundary_map\"",\""value\"":\""hybrid backbone\"",\""mode\"":\""paraphrase\"",\""text\"":\""MaxViT and LSTM coexist with SpikingMLP and STFE within the four-stage backbone.\""},{\""evidence_id\"":\""HV-E3\"",\""field_path\"":\""efficiency_evidence\"",\""value\"":\""analytical energy\"",\""mode\"":\""paraphrase\"",\""text\"":\""Energy uses 45 nm MAC/AC constants and firing-rate SOPs; the authors report the hybrid model costs more than fully SNN baselines.\""}]"",""to"":""[{\""evidence_id\"":\""HV-E1\"",\""field_path\"":\""time_axis_mapping\"",\""value\"":\""fixed-duration event sequences\"",\""mode\"":\""paraphrase\"",\""text\"":\""The paper forms E over 50, 200 or 10 ms depending on dataset.\""},{\""evidence_id\"":\""HV-E2\"",\""field_path\"":\""spiking_boundary_map\"",\""value\"":\""hybrid backbone\"",\""mode\"":\""paraphrase\"",\""text\"":\""MaxViT and LSTM coexist with SpikingMLP and STFE within the four-stage backbone.\""},{\""evidence_id\"":\""HV-E3\"",\""field_path\"":\""efficiency_evidence\"",\""value\"":\""analytical energy\"",\""mode\"":\""paraphrase\"",\""text\"":\""Energy uses 45 nm MAC/AC constants and firing-rate SOPs; the authors report the hybrid model costs more than fully SNN baselines.\""},{\""evidence_id\"":\""HV-A1\"",\""field_path\"":\""architecture_family\"",\""value\"":\""conv_residual;mlp;recurrent;transformer_attention\"",\""mode\"":\""paraphrase\"",\""text\"":\""HsVT explicitly names SpikingMLP as a functional spiking component repeated inside its principal hybrid path. The 0.2 mlp annotation records that component, not every conventional transformer FFN. The task_network role and hybrid extent remain unchanged.\""}]""},""evidence_location"":{""from"":""[{\""evidence_id\"":\""HV-E1\"",\""source_ref\"":\""official_source.pdf_url\"",\""location\"":\""PDF p.4 §4.1\""},{\""evidence_id\"":\""HV-E2\"",\""source_ref\"":\""official_source.pdf_url\"",\""location\"":\""PDF pp.4–6 §4.2–§4.4\""},{\""evidence_id\"":\""HV-E3\"",\""source_ref\"":\""official_source.pdf_url\"",\""location\"":\""PDF appendix p.13 Tables 9–11\""}]"",""to"":""[{\""evidence_id\"":\""HV-E1\"",\""source_ref\"":\""official_source.pdf_url\"",\""location\"":\""PDF p.4 §4.1\""},{\""evidence_id\"":\""HV-E2\"",\""source_ref\"":\""official_source.pdf_url\"",\""location\"":\""PDF pp.4–6 §4.2–§4.4\""},{\""evidence_id\"":\""HV-E3\"",\""source_ref\"":\""official_source.pdf_url\"",\""location\"":\""PDF appendix p.13 Tables 9–11\""},{\""evidence_id\"":\""HV-A1\"",\""source_ref\"":\""official_source.pdf_url\"",\""location\"":\""PDF pp.4–6 §4.2–§4.4; existing HV-E2; checkpoint §2.2\""}]""},""evidence_basis"":{""from"":""[{\""evidence_id\"":\""HV-E1\"",\""source_type\"":\""pdf_main\"",\""nature\"":\""method_description\""},{\""evidence_id\"":\""HV-E2\"",\""source_type\"":\""pdf_main\"",\""nature\"":\""method_description\""},{\""evidence_id\"":\""HV-E3\"",\""source_type\"":\""pdf_main\"",\""nature\"":\""empirical_observation\""}]"",""to"":""[{\""evidence_id\"":\""HV-E1\"",\""source_type\"":\""pdf_main\"",\""nature\"":\""method_description\""},{\""evidence_id\"":\""HV-E2\"",\""source_type\"":\""pdf_main\"",\""nature\"":\""method_description\""},{\""evidence_id\"":\""HV-E3\"",\""source_type\"":\""pdf_main\"",\""nature\"":\""empirical_observation\""},{\""evidence_id\"":\""HV-A1\"",\""source_type\"":\""pdf_main\"",\""nature\"":\""reasoned_inference\""}]""},""confidence"":{""from"":""{\""scope\"":\""high\"",\""spiking_computation\"":\""high\"",\""spiking_extent\"":\""high\"",\""selection_status\"":\""medium\"",\""overall\"":\""medium\"",\""primary_functional_role\"":\""high\""}"",""to"":""{\""scope\"":\""high\"",\""spiking_computation\"":\""high\"",\""spiking_extent\"":\""high\"",\""selection_status\"":\""medium\"",\""overall\"":\""medium\"",\""primary_functional_role\"":\""high\"",\""architecture_family\"":\""high\""}""},""review_status"":{""from"":""blind_rechecked"",""to"":""astra_adjudicated""}}",Astra rule adjudication over preserved Sol evidence; targeted ABN PDF and DailyDVS official-source check where specified,03-review-draft/taxonomy-checkpoint-adjudication.md;03-review-draft/taxonomy-codebook-migration-0.2.md,See changed field paths and before/after values. Semantic adjudication is limited to the named issues and consequences; historical blind labels/scores and unrelated source evidence remain preserved.,0.2,GPT-6 Astra High / checkpoint / 2026-09-10,2026-09-10
ASTRA-02-014,CVPR2025-2047,paper::main::inference,codebook_migration,"{""codebook_version"":{""from"":""0.1-design"",""to"":""0.2""}}",Deterministic version and approved trigger-name normalization; no new extraction,03-review-draft/taxonomy-checkpoint-adjudication.md;03-review-draft/taxonomy-codebook-migration-0.2.md,0.1-design to 0.2 compatibility migration. Trigger aliases map to existing approved values; retain Sol review status. Does not assert that all per-field evidence has been re-read.,0.2,GPT-6 Astra High / checkpoint / 2026-09-10,2026-09-10
ASTRA-02-015,ICCV2025-1790,paper::main::inference,codebook_migration,"{""codebook_version"":{""from"":""0.1-design"",""to"":""0.2""}}",Deterministic version and approved trigger-name normalization; no new extraction,03-review-draft/taxonomy-checkpoint-adjudication.md;03-review-draft/taxonomy-codebook-migration-0.2.md,0.1-design to 0.2 compatibility migration. Trigger aliases map to existing approved values; retain Sol review status. Does not assert that all per-field evidence has been re-read.,0.2,GPT-6 Astra High / checkpoint / 2026-09-10,2026-09-10
ASTRA-02-016,NeurIPS2025-4041,paper::main::inference,codebook_migration,"{""codebook_version"":{""from"":""0.1-design"",""to"":""0.2""}}",Deterministic version and approved trigger-name normalization; no new extraction,03-review-draft/taxonomy-checkpoint-adjudication.md;03-review-draft/taxonomy-codebook-migration-0.2.md,0.1-design to 0.2 compatibility migration. Trigger aliases map to existing approved values; retain Sol review status. Does not assert that all per-field evidence has been re-read.,0.2,GPT-6 Astra High / checkpoint / 2026-09-10,2026-09-10
ASTRA-02-017,CVPR2026-1935,paper::main::inference,codebook_migration,"{""codebook_version"":{""from"":""0.1-design"",""to"":""0.2""}}",Deterministic version and approved trigger-name normalization; no new extraction,03-review-draft/taxonomy-checkpoint-adjudication.md;03-review-draft/taxonomy-codebook-migration-0.2.md,0.1-design to 0.2 compatibility migration. Trigger aliases map to existing approved values; retain Sol review status. Does not assert that all per-field evidence has been re-read.,0.2,GPT-6 Astra High / checkpoint / 2026-09-10,2026-09-10
ASTRA-02-018,CVPR2026-1798,paper::main::inference,codebook_migration,"{""codebook_version"":{""from"":""0.1-design"",""to"":""0.2""}}",Deterministic version and approved trigger-name normalization; no new extraction,03-review-draft/taxonomy-checkpoint-adjudication.md;03-review-draft/taxonomy-codebook-migration-0.2.md,0.1-design to 0.2 compatibility migration. Trigger aliases map to existing approved values; retain Sol review status. Does not assert that all per-field evidence has been re-read.,0.2,GPT-6 Astra High / checkpoint / 2026-09-10,2026-09-10
ASTRA-02-019,NeurIPS2024-1436,paper::main::inference,codebook_migration,"{""codebook_version"":{""from"":""0.1-design"",""to"":""0.2""}}",Deterministic version and approved trigger-name normalization; no new extraction,03-review-draft/taxonomy-checkpoint-adjudication.md;03-review-draft/taxonomy-codebook-migration-0.2.md,0.1-design to 0.2 compatibility migration. Trigger aliases map to existing approved values; retain Sol review status. Does not assert that all per-field evidence has been re-read.,0.2,GPT-6 Astra High / checkpoint / 2026-09-10,2026-09-10
ASTRA-02-020,ICLR2024-0249,paper::main::training_analysis,codebook_migration,"{""codebook_version"":{""from"":""0.1-design"",""to"":""0.2""}}",Deterministic version and approved trigger-name normalization; no new extraction,03-review-draft/taxonomy-checkpoint-adjudication.md;03-review-draft/taxonomy-codebook-migration-0.2.md,0.1-design to 0.2 compatibility migration. Trigger aliases map to existing approved values; retain Sol review status. Does not assert that all per-field evidence has been re-read.,0.2,GPT-6 Astra High / checkpoint / 2026-09-10,2026-09-10
ASTRA-02-021,ECCV2024-1740,paper::main::training_analysis,codebook_migration,"{""codebook_version"":{""from"":""0.1-design"",""to"":""0.2""}}",Deterministic version and approved trigger-name normalization; no new extraction,03-review-draft/taxonomy-checkpoint-adjudication.md;03-review-draft/taxonomy-codebook-migration-0.2.md,0.1-design to 0.2 compatibility migration. Trigger aliases map to existing approved values; retain Sol review status. Does not assert that all per-field evidence has been re-read.,0.2,GPT-6 Astra High / checkpoint / 2026-09-10,2026-09-10
ASTRA-02-022,ICML2024-0803,paper::main::inference,codebook_migration,"{""codebook_version"":{""from"":""0.1-design"",""to"":""0.2""},""pdf_check_question"":{""from"":""[{\""question_id\"":\""CL-Q1\"",\""field\"":\""intersection_directness\"",\""question\"":\""Is CLIF event-specific?\"",\""target_section\"":\""§3–§5\"",\""trigger\"":\""benchmark_contamination\"",\""answer\"":\""No. Event datasets validate a generic neuron used with both static and event data.\"",\""evidence_ids\"":[\""CL-E1\"",\""CL-E2\""]}]"",""to"":""[{\""question_id\"":\""CL-Q1\"",\""field\"":\""intersection_directness\"",\""question\"":\""Is CLIF event-specific?\"",\""target_section\"":\""§3–§5\"",\""trigger\"":\""input_identity\"",\""answer\"":\""No. Event datasets validate a generic neuron used with both static and event data.\"",\""evidence_ids\"":[\""CL-E1\"",\""CL-E2\""]}]""}}",Deterministic version and approved trigger-name normalization; no new extraction,03-review-draft/taxonomy-checkpoint-adjudication.md;03-review-draft/taxonomy-codebook-migration-0.2.md,0.1-design to 0.2 compatibility migration. Trigger aliases map to existing approved values; retain Sol review status. Does not assert that all per-field evidence has been re-read.,0.2,GPT-6 Astra High / checkpoint / 2026-09-10,2026-09-10
ASTRA-02-023,CVPR2025-0053,paper::main::training_analysis,codebook_migration,"{""codebook_version"":{""from"":""0.1-design"",""to"":""0.2""}}",Deterministic version and approved trigger-name normalization; no new extraction,03-review-draft/taxonomy-checkpoint-adjudication.md;03-review-draft/taxonomy-codebook-migration-0.2.md,0.1-design to 0.2 compatibility migration. Trigger aliases map to existing approved values; retain Sol review status. Does not assert that all per-field evidence has been re-read.,0.2,GPT-6 Astra High / checkpoint / 2026-09-10,2026-09-10
